isAvaliable,make,manufactureYear,seatNum,seriesNum,model,location,updateTime,maintanceExpreiedDate
True,ford,2016,2,1fa6p8cf1g5209884,doors,connecticut,12/31/2010,5/12/2019
True,ford,2019,1,1fmju1kt8kea27843,expedition,florida,7/25/2020,3/28/2021
True,ford,2016,3,1fa6p8cf8g5263621,doors,massachusetts,6/25/2013,5/10/2024
True,ford,2019,3,1fmju1kt7kea17627,expedition,florida,3/20/2014,11/27/2022
False,ford,2013,5,1fdfe4fs4dda28874,cutaway,new jersey,12/25/2013,10/24/2015
True,ford,2016,3,1fa6p8cf2g5223518,doors,connecticut,7/10/2019,3/12/2025
True,ford,2019,2,2fmpk4j94kbc24835,edge,florida,3/16/2018,6/15/2022
True,ford,2016,1,1fa6p8th8g5255908,doors,new jersey,4/16/2016,8/31/2022
False,ford,2015,2,3fadp4aj6fm132638,door,florida,5/7/2017,5/10/2023
True,ford,2019,1,1fmjk1ht1kea42603,max,florida,10/9/2011,12/11/2020
True,ford,2016,3,1fatp8ffxg5291869,doors,new york,4/1/2012,2/24/2018
False,ford,2014,1,1fmcu0gx4eub39564,door,florida,6/2/2016,2/4/2019
True,ford,2019,3,1fmcu0gd4kub08736,escape,florida,7/25/2020,9/22/2025
True,ford,2016,3,1fa6p8thxg5208671,doors,new york,7/1/2010,4/16/2016
True,ford,2019,5,1ftfw1e55kkd19095,f-150,minnesota,5/18/2014,2/10/2019
True,ford,2019,5,1fm5k7f82kgb41597,explorer,florida,5/17/2011,1/8/2013
True,ford,2019,4,maj3s2ge4kc278721,d,florida,10/5/2020,4/5/2023
True,ford,2016,4,1fa6p8cf8g5225189,doors,new york,3/15/2010,12/30/2024
True,ford,2019,4,3fa6p0luxkr109398,fusion,minnesota,4/10/2018,11/27/2019
False,ford,2012,3,3fahp0ga5cr113207,door,florida,1/13/2018,10/6/2023
True,ford,2019,2,1ftfw1rg5kfa62833,f-150,florida,5/7/2011,6/4/2012
False,ford,2012,1,1fahp3j23cl241544,door,indiana,11/18/2011,1/7/2022
True,ford,2016,3,1fatp8ff0g5296868,doors,massachusetts,7/13/2016,2/14/2023
True,ford,2019,5,1fmjk2at1kea40396,max,minnesota,6/1/2019,11/7/2023
True,ford,2014,4,1ft7w2bt0eea41481,door,kentucky,12/14/2013,9/10/2023
True,ford,2019,5,1ftfw1rg6kfc08396,f-150,florida,3/27/2010,3/23/2012
False,ford,2013,5,1fmcu9gx5dub47157,door,minnesota,7/10/2013,3/23/2022
True,ford,2016,5,1fa6p8jz6g5525309,doors,new jersey,2/22/2013,4/30/2013
True,ford,2019,4,3fa6p0ru2kr118068,fusion,minnesota,3/27/2019,7/31/2023
True,ford,2013,4,1ft7w2btxdea14898,door,kentucky,11/9/2016,9/3/2017
True,ford,2019,4,1ftew1e59kfc47399,f-150,florida,12/14/2014,12/9/2016
True,ford,2016,2,1fa6p8cf0g5204627,doors,new jersey,2/17/2011,5/24/2020
True,ford,2019,4,1ftew1e54kkc88465,f-150,minnesota,2/5/2012,7/26/2024
True,ford,2012,4,1ftfw1cf3cfc75961,door,louisiana,2/28/2020,3/14/2025
True,ford,2019,3,1ftew1eb6kfb83943,f-150,florida,4/19/2020,2/14/2021
True,ford,2016,1,1fa6p8am3g5250504,doors,massachusetts,10/15/2015,10/16/2017
True,ford,2019,5,2fmhk6d8xkba20365,flex,minnesota,8/30/2013,6/11/2015
True,ford,2016,3,1fa6p8cf3g5242238,mustang,illinois,5/10/2017,10/6/2023
True,ford,2019,4,2fmhk6d88kba29775,flex,florida,2/8/2015,11/8/2020
False,ford,2012,2,1fmcu9eg7ckb88497,door,illinois,2/28/2011,12/17/2014
True,ford,2016,4,1fa6p8cf5g5235498,doors,new jersey,3/20/2019,9/3/2020
True,ford,2019,2,2fmhk6d86kba05247,flex,minnesota,9/20/2012,5/23/2013
True,ford,2019,2,1fm5k8gt5kgb41683,explorer,florida,8/27/2020,4/5/2022
False,ford,2016,4,3fadp4bjxgm137986,door,mississippi,4/16/2014,8/18/2015
True,ford,2019,1,1ftfw1e54kfc34435,f-150,minnesota,7/13/2012,2/13/2018
True,ford,2018,1,1fadp3e23jl254221,focus,massachusetts,7/6/2016,6/13/2017
True,ford,2019,3,1fm5k8gt2kgb41298,explorer,florida,2/23/2016,6/12/2020
False,ford,2012,1,3fadp4bj5cm221076,door,mississippi,8/14/2014,11/10/2016
True,ford,2019,2,1ftew1e59kkc89708,f-150,minnesota,6/18/2011,2/21/2013
True,ford,2016,2,2fmpk4j97gbb67005,edge,new york,2/10/2020,5/5/2025
True,ford,2018,3,1fa6p8thxj5164792,doors,new york,2/22/2017,11/25/2025
True,ford,2019,1,1ftfw1e5xkfb51429,f-150,minnesota,5/13/2019,8/25/2022
False,ford,2016,5,3fa6p0g72gr397705,door,connecticut,1/20/2015,10/24/2019
True,ford,2018,3,1fmcu0gd3jub60681,escape,missouri,10/7/2011,11/20/2025
True,ford,2018,3,1fatp8uh7j5182314,doors,massachusetts,12/24/2014,4/29/2022
True,ford,2019,3,1ftew1e49kfc10392,f-150,minnesota,8/29/2018,1/6/2025
True,ford,2017,5,1ft7w2b60hee77178,door,massachusetts,5/11/2019,11/6/2019
True,ford,2016,4,1fm5k8d82ggc60329,door,new york,6/3/2014,12/8/2023
True,ford,2018,2,1fatp8uh2j5132890,doors,new jersey,9/9/2018,9/22/2021
True,ford,2019,5,1ftfw1e50kfb96721,f-150,minnesota,7/18/2019,12/16/2019
True,ford,2017,2,1ft7w2bt4hee52015,door,massachusetts,9/7/2015,9/17/2022
False,ford,2016,3,1fmcu0f77gub25484,door,new jersey,6/21/2010,3/20/2023
True,ford,2018,2,1fatp8uh3j5157023,doors,massachusetts,6/23/2012,1/9/2013
True,ford,2019,4,2fmhk6d85kba09063,flex,minnesota,9/18/2018,6/27/2022
True,ford,2018,3,1ftew1cb3jfc81295,f-150,mississippi,5/7/2011,11/6/2021
True,ford,2016,4,1fadp5au1gl114180,hybrid,new york,10/9/2016,5/1/2019
True,ford,2018,1,1fa6p8th1j5167452,doors,new york,5/29/2016,10/4/2023
True,ford,2019,4,1ftew1e4xkfc10403,f-150,minnesota,11/2/2010,12/20/2018
True,ford,2018,5,1ftew1ep2jfb83786,f-150,mississippi,9/30/2015,7/4/2024
True,ford,2016,3,1fahp2e84gg136518,door,new jersey,8/21/2020,8/1/2023
True,ford,2018,2,1fatp8uh1j5115336,doors,new york,6/29/2014,10/14/2014
True,ford,2019,1,3fa6p0cd0kr117056,fusion,minnesota,6/29/2014,10/4/2025
False,ford,2016,1,1fadp3k28gl330142,door,massachusetts,3/17/2013,9/9/2016
True,ford,2019,5,1fatp8uhxk5148658,mustang,florida,2/25/2014,1/13/2025
False,ford,2018,2,1ftex1c53jkd88586,door,oklahoma,10/28/2010,6/7/2011
True,ford,2018,2,1fa6p8th8j5115591,doors,new york,10/5/2020,11/13/2023
True,ford,2019,2,3fa6p0cd1kr110357,fusion,minnesota,10/9/2012,10/11/2012
True,ford,2016,1,1ftbf2b61ged08196,door,massachusetts,8/31/2011,12/21/2022
True,ford,2019,4,1fbzx2zm7kka48532,wagon,florida,7/31/2010,12/21/2022
True,ford,2018,3,3fa6p0d97jr219835,fusion,california,6/24/2012,10/13/2019
True,ford,2018,5,1fa6p8cf4j5145797,doors,new york,7/7/2014,9/11/2018
True,ford,2019,4,1ftfw1e52kfb85249,f-150,minnesota,7/20/2013,9/23/2015
True,ford,2017,3,1fm5k7d82hgb82470,explorer,mississippi,8/17/2012,8/21/2025
True,ford,2019,4,3fa6p0d97kr118571,fusion,florida,10/4/2011,11/24/2018
True,ford,2018,2,1fatp8uh2j5132629,mustang,california,9/17/2015,10/1/2018
True,ford,2018,4,1fa6p8cf2j5161626,doors,new york,9/1/2013,11/19/2024
True,ford,2019,4,1fbzx2zm0kka75345,wagon,minnesota,4/27/2013,3/3/2022
True,ford,2017,2,1fm5k7fh2hgb04056,explorer,mississippi,3/8/2017,7/26/2018
True,ford,2019,2,3fa6p0d98kr138974,fusion,florida,10/2/2020,2/20/2025
True,ford,2018,2,1fmcu9hd7jua30891,escape,california,1/14/2020,1/31/2025
True,ford,2018,2,1fatp8uh0j5124044,doors,new york,1/24/2010,5/20/2017
True,ford,2019,2,3fa6p0ru2kr117017,fusion,minnesota,7/10/2016,7/1/2017
True,ford,2017,1,1ftew1ep9hkc82719,door,alabama,4/4/2014,4/26/2015
True,ford,2019,4,3fa6p0ru4kr181558,hybrid,florida,1/15/2017,2/3/2023
True,ford,2018,2,1fatp8uh9j5132644,mustang,california,8/12/2013,11/6/2025
True,ford,2018,3,1fatp8uh6j5142578,doors,new hampshire,7/30/2017,1/8/2019
True,ford,2017,4,1ft8w3dt1hee12434,door,alabama,8/2/2015,5/26/2018
True,ford,2019,1,1fatp8ff0k5161477,mustang,florida,5/8/2015,7/12/2020
False,ford,2014,1,1fmjk1g53eef23881,door,montana,2/6/2016,4/1/2024
True,ford,2018,5,1fa6p8cf3j5172103,doors,new jersey,11/23/2018,4/24/2019
False,ford,2014,4,3fa6p0hd9er326468,door,new jersey,5/27/2020,3/4/2025
True,ford,2017,4,1ft7w2bt7hef07573,door,alabama,4/19/2017,4/2/2018
True,ford,2019,5,1fter4fh5kla45887,ranger,florida,3/2/2020,8/23/2021
True,ford,2017,1,1ftfx1ef8hkd03259,door,california,6/24/2013,1/24/2016
True,ford,2018,1,1fa6p8cf0j5118581,doors,new jersey,2/17/2010,7/17/2023
True,ford,2014,3,1fm5k8d84egc31539,door,new jersey,1/21/2018,9/11/2020
False,ford,2017,1,1fadp3j22hl268403,focus,alabama,9/16/2010,3/15/2023
True,ford,2019,5,1fatp8uh8k5109583,mustang,florida,2/10/2012,12/10/2022
False,ford,2012,3,1fahp3f23cl414648,door,virginia,5/17/2014,9/26/2023
True,ford,2018,4,1fa6p8cf1j5126821,doors,new jersey,3/7/2016,1/30/2018
True,ford,2019,1,1ft7w2bt7kee46393,srw,minnesota,10/1/2017,6/2/2020
True,ford,2017,1,1ftew1ef2hfb30250,door,mississippi,6/28/2010,4/12/2020
True,ford,2019,3,1fter4eh3kla09133,ranger,florida,12/17/2012,9/29/2016
True,ford,2015,3,1fatp8ff5f5323738,doors,connecticut,3/10/2014,5/26/2014
True,ford,2018,2,1fa6p8cf9j5110592,doors,new jersey,12/18/2014,2/11/2015
True,ford,2019,5,1ft7w2b68ked77546,srw,minnesota,6/16/2010,2/17/2018
True,ford,2017,3,1fbzx2zm3hka72688,wagon,mississippi,8/16/2013,9/10/2018
True,ford,2019,5,3fa6p0cd8kr138334,fusion,florida,8/6/2012,9/11/2017
True,ford,2015,2,1fa6p8cf9f5365377,doors,new york,8/15/2013,2/23/2017
True,ford,2018,5,1fa6p8cf9j5125433,doors,new jersey,5/24/2016,12/4/2019
True,ford,2019,5,1ft7w2bt7kef15907,srw,minnesota,1/12/2015,6/21/2020
True,ford,2013,2,1ftfw1ef7dfd73034,door,connecticut,3/4/2014,4/24/2021
True,ford,2019,1,3fa6p0lu6kr119958,hybrid,florida,3/2/2015,8/7/2016
True,ford,2015,1,1fa6p8cf3f5404612,doors,new hampshire,9/6/2014,1/17/2021
True,ford,2018,5,1fa6p8cf0j5159227,doors,new york,9/25/2014,4/29/2023
True,ford,2015,1,1fa6p8cf0f5308078,doors,new jersey,1/26/2013,6/9/2015
True,ford,2018,1,1fa6p8cf9j5120362,doors,pennsylvania,9/26/2019,7/9/2022
True,ford,2015,1,1fa6p8th8f5341198,doors,new york,8/7/2017,4/4/2018
True,ford,2018,3,1fa6p8cf5j5125462,doors,pennsylvania,1/14/2019,7/22/2023
True,ford,2015,3,1fa6p8am4f5334930,doors,new jersey,7/25/2018,12/4/2020
True,ford,2018,5,1fa6p8th8j5120337,doors,pennsylvania,11/27/2010,12/2/2016
True,ford,2016,3,1ftew1cf9gfa55757,door,alabama,4/17/2017,11/27/2020
True,ford,2015,4,1fa6p8cf7f5325900,doors,new york,7/23/2015,1/9/2023
True,ford,2018,4,1fa6p8cf1j5175131,doors,pennsylvania,1/24/2019,8/11/2024
True,ford,2015,1,1fatp8em4f5415097,doors,new jersey,5/20/2010,6/15/2015
True,ford,2018,1,1fahp2f84jg117375,taurus,utah,12/18/2013,10/18/2016
True,ford,2020,4,1fter4fh1lla02732,ranger,ohio,10/27/2011,4/18/2013
True,ford,2016,2,1ft7w2bt2ged14343,door,alabama,1/1/2014,6/28/2018
True,ford,2015,2,1fa6p8th7f5344481,doors,new york,11/21/2014,9/2/2022
False,ford,2014,1,3fa6p0h78er183765,door,michigan,6/4/2016,2/10/2019
True,ford,2012,5,1ftfw1ct4ckd77105,door,florida,8/12/2011,10/27/2011
True,ford,2016,2,1ft7w2b61geb39979,door,mississippi,8/11/2010,8/18/2023
True,ford,2015,3,1fa6p8th5f5420201,doors,new york,6/15/2015,1/27/2024
True,ford,2012,4,1zvbp8ff3c5288048,door,florida,6/15/2016,1/21/2023
False,ford,2016,5,1fadp3k28gl311932,door,alabama,12/6/2013,8/19/2023
True,ford,2015,5,1fatp8uh0f5331279,doors,new jersey,4/8/2017,12/13/2024
True,ford,2015,1,1ft7w2bt8fec08946,door,alabama,12/13/2011,1/15/2021
True,ford,2015,1,1fa6p8cf6f5325225,doors,new york,8/13/2017,1/3/2018
True,ford,2015,3,1fbzx2ym4fka72472,van,mississippi,5/12/2013,2/20/2018
True,ford,2015,4,1fa6p8am3f5306570,doors,new jersey,2/17/2012,11/28/2014
True,ford,2020,3,3fa6p0d92lr117801,fusion,illinois,1/3/2014,2/15/2023
True,ford,2015,2,1ftew1ef2fke07659,door,mississippi,10/5/2010,5/19/2012
True,ford,2015,4,1fa6p8cf2f5362711,doors,massachusetts,10/8/2016,8/5/2023
True,ford,2015,2,1fmju1ht4fef41606,expedition,mississippi,12/30/2018,6/4/2022
True,ford,2015,5,1fa6p8am2f5403582,doors,massachusetts,6/6/2014,3/16/2020
True,ford,2014,4,1ftfw1ct6eke95627,door,mississippi,4/25/2011,12/17/2018
True,ford,2015,5,1fa6p8th8f5307097,doors,new jersey,2/21/2012,11/15/2017
True,ford,2015,1,1fa6p8th8f5346675,doors,new york,7/1/2016,2/28/2023
True,ford,2015,1,1fa6p8am0f5365382,doors,new jersey,7/13/2013,9/26/2019
True,ford,2015,1,1fa6p8cf0f5312423,doors,new jersey,8/25/2015,8/25/2016
False,ford,2017,3,3fa6p0h76hr319394,door,arkansas,6/4/2018,6/28/2019
True,ford,2015,3,1fa6p8cf7f5357357,doors,new jersey,9/1/2014,8/4/2020
True,ford,2015,4,1fa6p8cf2f5306378,doors,pennsylvania,9/18/2015,10/17/2023
True,ford,2015,3,1fatp8uh8f5397899,doors,new jersey,9/21/2016,2/1/2020
True,ford,2015,3,1fa6p8th0f5382067,doors,new york,3/13/2015,1/6/2022
True,ford,2015,2,2fmtk4j95fbb24313,doors,new york,11/11/2017,4/20/2022
True,ford,2015,5,2fmtk4k80fbb56382,doors,connecticut,9/14/2017,5/16/2023
True,ford,2015,1,2fmtk4j86fbb17376,doors,new york,12/13/2017,3/22/2018
True,ford,2015,3,2fmtk3j86fbb54504,doors,new york,7/24/2012,8/15/2020
True,ford,2019,4,1fmju2at1kea37413,expedition,illinois,9/16/2013,9/20/2023
True,ford,2015,1,2fmtk3j92fbc41664,doors,connecticut,1/8/2018,7/29/2018
True,ford,2019,1,1fmjk2at2kea45381,max,illinois,5/25/2017,12/16/2022
True,ford,2015,2,2fmtk4j81fbc21743,doors,new york,8/23/2019,4/21/2021
True,ford,2019,1,1fmjk2at0kea39191,max,illinois,11/26/2012,12/2/2013
True,ford,2015,3,2fmtk4j86fbc21494,doors,massachusetts,6/2/2020,1/30/2022
True,ford,2019,2,1fmcu9gd3kub30490,escape,illinois,12/16/2012,5/16/2014
True,ford,2015,2,2fmtk4k88fbb49003,suv,pennsylvania,2/12/2020,11/10/2024
True,ford,2019,1,1fmjk2at9kea46589,max,illinois,11/27/2019,9/20/2025
True,ford,2015,3,2fmtk3ap9fbc28957,doors,new jersey,9/27/2018,5/26/2019
True,ford,2019,1,1fmju2at8kea33665,expedition,illinois,5/13/2015,10/10/2020
True,ford,2015,1,2fmtk4j87fbb34901,doors,new jersey,4/28/2013,2/24/2025
True,ford,2019,5,1fmjk2at3kea46572,max,illinois,6/30/2013,8/4/2023
True,ford,2015,1,2fmtk4j96fbb10890,doors,new york,11/10/2012,5/15/2019
True,ford,2019,4,1fmju2at9kea25414,expedition,illinois,3/12/2011,12/27/2023
True,ford,2015,3,2fmtk4j82fbc36462,doors,new york,5/11/2018,1/10/2020
True,ford,2019,1,2fmhk6dt1kba15866,flex,illinois,10/16/2013,8/4/2018
True,ford,2015,3,2fmtk4j88fbb19078,doors,new jersey,9/29/2015,2/14/2024
True,ford,2019,1,2fmhk6d84kba36268,flex,illinois,10/6/2011,9/17/2019
True,ford,2015,1,2fmtk4j94fbc08560,doors,new york,5/21/2015,7/8/2024
True,ford,2019,3,1ftfw1e56kfc13232,f-150,illinois,12/9/2014,11/15/2016
False,ford,2014,3,1fa6p0hd0e5355683,door,arkansas,12/10/2019,1/24/2022
True,ford,2015,5,2fmtk4ap1fbc36380,doors,new jersey,9/22/2013,12/6/2017
True,ford,2019,1,1fatp8uhxk5148949,mustang,illinois,6/7/2015,7/14/2025
True,ford,2015,5,1ftew1cf5fkd41840,door,arkansas,10/12/2010,11/18/2010
True,ford,2015,4,2fmtk4g88fbb75562,doors,new york,11/28/2011,9/28/2024
True,ford,2019,3,1ftyr2zm1kkb65539,transit,illinois,7/1/2011,9/10/2014
True,ford,2018,4,1fmjk1kt9jea41402,max,north carolina,3/30/2017,5/14/2021
True,ford,2015,1,2fmtk4g8xfbb98373,doors,new york,3/22/2010,12/7/2016
True,ford,2015,3,2fmtk4j93fbb69606,doors,massachusetts,9/20/2012,9/29/2014
True,ford,2016,1,1fm5k7f81gga06232,door,florida,8/16/2018,12/22/2022
True,ford,2015,1,2fmtk4ap6fbc01186,doors,massachusetts,11/8/2014,8/1/2016
False,ford,2015,4,nm0ls6e75f1193116,connect,florida,8/13/2010,7/15/2018
True,ford,2015,5,2fmtk4k86fbb36847,doors,massachusetts,3/13/2011,12/7/2021
True,ford,2017,5,1fmcu0gd0hue05897,door,illinois,8/21/2016,10/2/2021
True,ford,2015,2,2fmtk3j95fbc21893,doors,pennsylvania,3/19/2019,8/7/2021
True,ford,2017,5,1ftfw1ef3hfc08748,door,illinois,4/20/2019,11/5/2019
True,ford,2015,5,2fmtk4g88fbb94547,doors,pennsylvania,12/22/2019,5/24/2025
True,ford,2017,1,1ftfw1ef2hfb56304,door,illinois,9/17/2020,4/16/2023
True,ford,2015,5,2fmtk4j98fbc15642,doors,new jersey,7/30/2019,3/6/2025
True,ford,2017,4,1ftfw1ef0hfa02688,door,illinois,5/30/2010,4/9/2016
True,ford,2018,3,2fmpk4k82jbb61657,edge,colorado,8/12/2015,7/22/2016
True,ford,2017,1,1ftfw1ef5hfb57303,door,illinois,2/8/2019,5/26/2021
True,ford,2020,5,1fmjk2at4lea11492,max,ohio,2/14/2018,3/24/2018
True,ford,2017,5,1ftfw1eg9hfc63181,f-150,illinois,4/28/2017,2/27/2023
True,ford,2017,5,1ftfw1ef8hfa28276,f-150,illinois,3/23/2015,11/23/2018
True,ford,2019,5,1fm5k8f85kgb47660,explorer,north carolina,10/7/2010,6/20/2019
True,ford,2018,4,1ftew1cg6jfd15757,f-150,virginia,9/21/2020,8/16/2022
True,ford,2017,2,1ftfw1ef6hfa36117,door,illinois,9/26/2020,6/20/2025
True,ford,2018,5,1fmju1kt7jea10840,expedition,virginia,7/28/2017,8/16/2021
True,ford,2017,4,1ftew1eg4hfc14661,door,illinois,2/24/2018,12/4/2021
True,ford,2017,4,1ftfw1eg4hfa61042,f-150,illinois,6/4/2018,3/21/2019
True,ford,2018,2,1fbvu4xg0jka34387,wagon,virginia,3/8/2015,1/12/2025
True,ford,2017,3,1ft7w2bt6hed37724,door,illinois,11/20/2014,9/27/2020
True,ford,2018,1,1fm5k8gt5jga17377,explorer,pennsylvania,4/7/2016,8/17/2020
True,ford,2018,5,1fmcu9gd2jua74282,escape,pennsylvania,12/24/2010,9/13/2025
True,ford,2019,1,1fm5k7f85kgb16175,explorer,north carolina,7/10/2016,9/21/2023
True,ford,2018,2,1ftex1cb2jkd88410,f-150,texas,3/8/2013,8/5/2014
True,ford,2016,1,1ftfw1eg1gfa91324,door,illinois,1/1/2014,4/12/2016
True,ford,2018,3,1ftew1eg1jfb92141,f-150,pennsylvania,9/17/2019,11/17/2024
True,ford,2019,4,1fm5k7f8xkga63974,explorer,north carolina,8/3/2012,9/17/2025
True,ford,2016,5,1ftfw1ef7gfd42886,door,illinois,9/10/2020,11/30/2021
True,ford,2018,1,1ftfw1e53jfa49565,f-150,pennsylvania,10/4/2011,2/3/2019
False,ford,2012,5,1fahp3f27cl372579,door,pennsylvania,7/19/2011,1/9/2025
True,ford,2016,3,1fmcu9g99guc59224,door,illinois,11/22/2012,10/30/2018
True,ford,2018,1,1ftfw1eg6jfc96497,f-150,pennsylvania,5/11/2010,11/9/2012
True,ford,2015,5,3frnf6fb7fv723704,f-650,texas,5/2/2015,3/9/2017
False,ford,2015,5,3fa6p0hd9fr112940,door,illinois,2/14/2010,4/2/2011
True,ford,2018,4,1ftfw1eg6jfa49562,f-150,pennsylvania,10/10/2012,9/15/2018
True,ford,2015,2,3frnf6fb5fv723703,f-650,texas,5/16/2012,11/2/2022
True,ford,2018,4,1fbzx2zm8jka97477,wagon,wisconsin,6/25/2018,7/23/2021
True,ford,2015,1,1fmcu0jx4fua38177,escape,illinois,3/24/2020,11/24/2020
True,ford,2018,3,1ftew1ep8jfe30258,f-150,pennsylvania,9/15/2016,5/12/2021
True,ford,2019,3,1ft7w2bt0kee34621,srw,florida,7/20/2019,12/4/2019
True,ford,2015,5,1ftfw1ef5ffa07480,door,illinois,4/24/2014,9/23/2016
True,ford,2018,1,1ftew1e50jfa49583,f-150,pennsylvania,4/16/2014,11/6/2018
True,ford,2018,5,1ftfw1eg8jfc18450,f-150,pennsylvania,7/13/2014,5/9/2017
True,ford,2017,5,1fahp2e88hg132084,taurus,missouri,7/7/2016,2/20/2017
True,ford,2018,3,1ftfw1eg3jfa50880,f-150,pennsylvania,11/13/2010,10/26/2016
True,ford,2016,5,1fmcu9gx7gub92704,door,missouri,7/5/2017,1/3/2025
True,ford,2018,4,1ftfw1eg4jfe78490,f-150,pennsylvania,1/3/2016,11/19/2021
True,ford,2014,5,1fmju2a50eef65739,expedition,missouri,9/15/2019,9/3/2022
True,ford,2018,2,1ftfw1eg1jfc34506,f-150,pennsylvania,3/18/2020,1/15/2021
True,ford,2019,1,1fa6p8cf3k5102120,mustang,texas,10/14/2013,7/13/2025
True,ford,2018,1,1ftfw1eg8jfa10617,f-150,pennsylvania,5/24/2010,11/3/2022
True,ford,2019,1,1fm5k7f83kga17399,explorer,north carolina,1/31/2019,9/24/2022
True,ford,2018,4,1ftfw1e55jfa37529,f-150,pennsylvania,2/19/2013,10/20/2023
True,ford,2019,2,1fmcu9j9xkuc36052,escape,north carolina,4/17/2019,5/1/2022
True,ford,2017,3,1ftex1cp8hkd08288,door,texas,12/27/2013,9/29/2022
True,ford,2018,1,1ftew1ep8jfd90148,f-150,pennsylvania,12/21/2014,5/28/2016
True,ford,2019,5,1fmcu0g96kub33780,escape,north carolina,6/4/2013,1/22/2025
True,ford,2017,3,1ft8w3dt0hef24562,door,texas,1/30/2017,10/21/2022
True,ford,2018,2,1ftfw1e53jkc06275,f-150,pennsylvania,6/26/2018,11/19/2018
True,ford,2019,2,1fm5k8f83kgb26838,explorer,north carolina,8/26/2014,5/18/2016
True,ford,2016,4,1ft8w3dt7gec81766,door,texas,12/8/2019,12/9/2023
True,ford,2018,4,1ftew1ep8jfd35859,f-150,pennsylvania,12/22/2017,7/27/2022
True,ford,2018,3,1ftew1ep8jfc58328,f-150,pennsylvania,5/13/2013,6/30/2018
True,ford,2019,5,maj6s3kl4kc273222,ecosport,north carolina,4/10/2010,1/13/2019
False,ford,2015,4,1fmcu0gx0fua05555,door,texas,2/17/2014,9/30/2015
True,ford,2018,5,1ftfw1e51jfe26457,f-150,pennsylvania,5/24/2010,4/2/2021
True,ford,2015,5,1ft7w2btxfea09767,door,texas,11/14/2014,9/11/2024
True,ford,2018,1,1ftfw1e53jfa36542,f-150,pennsylvania,2/16/2010,3/26/2017
True,ford,2018,4,1ftew1ep0jfd90421,f-150,pennsylvania,11/2/2012,3/20/2023
False,ford,2014,2,1ftew1cm7efa19352,door,texas,4/12/2013,11/26/2024
True,ford,2018,1,1ftex1cb4jfa24241,f-150,pennsylvania,9/2/2010,3/14/2013
True,ford,2019,2,1fm5k7f89kga64209,explorer,north carolina,11/9/2016,11/30/2022
True,ford,2018,4,1ftew1ep2jkc89288,f-150,pennsylvania,1/12/2019,5/15/2024
True,ford,2019,4,1fm5k8gt9kgb48958,explorer,north carolina,1/2/2018,1/26/2021
False,ford,2018,3,3fadp4bj5jm122531,fiesta,pennsylvania,3/6/2012,5/24/2022
True,ford,2019,4,1fm5k7f85kga32678,explorer,north carolina,5/20/2016,7/16/2024
True,ford,2018,4,1ftfw1e58jfa37766,f-150,pennsylvania,2/25/2020,6/18/2023
False,ford,2017,1,1fadp3f25hl234464,focus,north carolina,6/6/2010,11/23/2024
True,ford,2018,4,1ftfw1e50jkc66708,f-150,pennsylvania,5/28/2017,7/22/2020
False,ford,2019,3,3fadp4ej3km124114,fiesta,north carolina,5/12/2015,3/18/2019
True,ford,2018,2,1ftew1ep9jfa21976,f-150,pennsylvania,12/3/2011,7/10/2014
False,ford,2019,1,3fadp4bjxkm138371,fiesta,north carolina,2/13/2014,4/4/2016
True,ford,2018,3,1ftfw1eg8jfb90617,f-150,pennsylvania,6/26/2013,9/13/2014
True,ford,2019,1,2fmhk6dt8kba14603,flex,north carolina,10/20/2014,11/4/2020
True,ford,2018,1,1ftew1ep1jfa02757,f-150,pennsylvania,5/17/2012,10/16/2019
False,ford,2019,5,3fadp4ej8km130958,fiesta,north carolina,2/4/2013,7/10/2019
True,ford,2018,3,1ftew1ep1jkd75109,f-150,pennsylvania,4/25/2014,7/17/2022
True,ford,2019,2,2fmhk6c8xkba14373,flex,north carolina,7/13/2018,11/8/2019
True,ford,2018,3,1ftfw1e55jfc57253,f-150,pennsylvania,6/6/2016,3/11/2017
True,ford,2019,2,3fa6p0lu4kr188583,hybrid,north carolina,1/13/2015,11/26/2018
True,ford,2018,1,1ftfw1e54jfa50563,f-150,pennsylvania,8/2/2012,10/11/2017
False,ford,2019,5,3fadp4ej4km131038,fiesta,north carolina,1/18/2010,11/23/2015
True,ford,2018,2,1ftew1egxjfa11599,f-150,pennsylvania,1/12/2020,12/24/2021
True,ford,2019,2,2fmhk6dt9kba22922,flex,north carolina,4/20/2018,7/15/2020
True,ford,2018,5,1ftew1ep9jfc17402,f-150,pennsylvania,6/10/2014,10/8/2014
False,ford,2019,5,3fadp4bj1km123807,fiesta,north carolina,4/25/2018,5/30/2022
True,ford,2018,1,3fa6p0ru4jr247959,fusion,pennsylvania,9/23/2020,1/26/2022
True,ford,2019,2,2fmgk5d8xkba08187,flex,north carolina,6/14/2017,1/13/2021
True,ford,2018,2,3fa6p0d99jr206522,fusion,pennsylvania,2/13/2018,8/21/2022
True,ford,2019,4,3fa6p0luxkr225023,fusion,north carolina,10/25/2016,10/18/2023
True,ford,2018,5,1ftyr2cm0jka24226,transit,pennsylvania,6/24/2017,3/31/2022
True,ford,2019,5,3fa6p0lu0kr210790,fusion,north carolina,4/2/2018,12/6/2018
True,ford,2018,4,1ftyr2cm5jka24223,transit,pennsylvania,3/21/2016,1/24/2018
